zip,median_sqft,state
7050,1631.5,NJ
7052,1829,NJ
7054,1928,NJ
7055,1482,NJ
7057,1609.5,NJ
7058,2397,NJ
7059,3046.5,NJ
7060,1503.5,NJ
7062,1318.5,NJ
7063,1356.5,NJ
7064,1389,NJ
7065,1340.5,NJ
7066,1728,NJ
7067,1542.5,NJ
7068,2072.5,NJ
7069,2691,NJ
7070,1713,NJ
7071,1416.5,NJ
7072,1467,NJ
7073,1518,NJ
7074,1732.5,NJ
7075,1564,NJ
7076,1875,NJ
7077,1337,NJ
7078,3195,NJ
7079,2427.5,NJ
7080,1604.5,NJ
7081,1793,NJ
7082,2287.5,NJ
7083,1537,NJ
7086,1865,NJ
7087,1309,NJ
7088,1281.5,NJ
7090,2325,NJ
7092,2227.5,NJ
7093,1240,NJ
7094,1816.5,NJ
7095,1297,NJ
7102,1185,NJ
7103,1389.5,NJ
7104,1836,NJ
7105,1224.5,NJ
7106,1508.5,NJ
7107,1724,NJ
7108,2043,NJ
7109,1337,NJ
7110,1563,NJ
7111,1393.5,NJ
7112,1795.5,NJ
7114,1342,NJ
7201,1301,NJ
7202,1209,NJ
7203,1394,NJ
7204,1487.5,NJ
7205,1495,NJ
7206,1446,NJ
7208,1611,NJ
7302,1613,NJ
7304,1441,NJ
7305,1404,NJ
7306,1413,NJ
7307,1420.5,NJ
7401,2411.5,NJ
7403,1404,NJ
7405,2061,NJ
7407,1585,NJ
7410,1625,NJ
7416,1291,NJ
7417,3770,NJ
7418,1936,NJ
7419,1592.5,NJ
7420,1337.5,NJ
7421,1462,NJ
7422,1306,NJ
7423,2632,NJ
7424,1631,NJ
7428,1351,NJ
7430,2355,NJ
7432,1745,NJ
7435,1851.5,NJ
7436,1788,NJ
7438,1735,NJ
7439,1581,NJ
7440,1768.5,NJ
7442,1471,NJ
7444,1715.5,NJ
7446,2076,NJ
7450,2220,NJ
7452,1949,NJ
7456,1806,NJ
7457,1233.5,NJ
7458,3512,NJ
7460,1516.5,NJ
7461,1794,NJ
7462,1126,NJ
7463,1647.5,NJ
7465,1791,NJ
7470,2023,NJ
7474,2210,NJ
7480,1617,NJ
7481,2419.5,NJ
7501,1334,NJ
7502,1405,NJ
7503,1336,NJ
7504,2068,NJ
7506,1537,NJ
7507,1629,NJ
7508,1676,NJ
7510,1250,NJ
7512,1620,NJ
7513,1334,NJ
7514,1518,NJ
7522,1362,NJ
7524,1241.5,NJ
7601,1592,NJ
7603,1533,NJ
7604,1743,NJ
7605,1853,NJ
7606,1597,NJ
7607,1560,NJ
7620,4043.5,NJ
7621,1496,NJ
7624,2284,NJ
7626,2161,NJ
7627,2606,NJ
7628,1500,NJ
7630,1898,NJ
7631,1668.5,NJ
7632,3150,NJ
7640,2387.5,NJ
7641,2433,NJ
7642,1849.5,NJ
7643,1539,NJ
7644,1419,NJ
7645,2258,NJ
7646,1656.5,NJ
7647,1848,NJ
7648,2278,NJ
7649,2051.5,NJ
7650,1762,NJ
7652,2165,NJ
7656,2035.5,NJ
7657,1661,NJ
7660,1516,NJ
7661,1764.5,NJ
7662,1487.5,NJ
7663,1575.5,NJ
7666,1645.5,NJ
7670,2482,NJ
7675,2106,NJ
7676,1908,NJ
7677,2778,NJ
7701,1591,NJ
7702,2150.5,NJ
7704,2272,NJ
7711,2300,NJ
7712,1918,NJ
7716,1960,NJ
7717,2191.5,NJ
7718,1584,NJ
7719,1812,NJ
7720,1629,NJ
7721,1694,NJ
7722,3108.5,NJ
7723,2952,NJ
7724,2026,NJ
7726,2302,NJ
7727,2490.5,NJ
7728,2029,NJ
7730,1654,NJ
7731,1896,NJ
7732,1436,NJ
7733,2914,NJ
7734,1276,NJ
7735,1394.5,NJ
7737,1713.5,NJ
7738,2349.5,NJ
7739,2276.5,NJ
7740,1705,NJ
7746,2540,NJ
7747,1898,NJ
7748,1992.5,NJ
7750,3055.5,NJ
7751,2520.5,NJ
7753,1534.5,NJ
7754,869,NJ
7755,1770,NJ
7756,1410,NJ
7757,2204,NJ
7758,1646,NJ
7760,3149,NJ
7762,2143,NJ
7764,1980,NJ
7801,1474,NJ
7803,1474.5,NJ
7806,1504,NJ
7821,1859,NJ
7822,2480,NJ
7823,1419.5,NJ
7825,2095.5,NJ
7826,1732,NJ
7827,1454,NJ
7828,1792,NJ
7830,2582,NJ
7832,2000,NJ
7833,2400,NJ
7834,1693,NJ
7836,2181,NJ
7838,1856.5,NJ
7840,1776,NJ
7843,1271,NJ
7846,1730,NJ
7847,1508.5,NJ
7848,2089,NJ
7849,1593.5,NJ
7850,1517,NJ
7851,1834,NJ
7852,1639.5,NJ
7853,2625,NJ
7856,1521.5,NJ
7857,1483.5,NJ
7860,1696.5,NJ
7863,1619,NJ
7865,1957,NJ
7866,1614,NJ
7869,2396,NJ
7871,2147,NJ
7874,1500,NJ
7876,1958,NJ
7878,1270,NJ
7880,1359,NJ
7881,1465,NJ
7882,1760,NJ
7885,1442.5,NJ
7901,2187,NJ
7920,2162,NJ
7921,1228.5,NJ
7922,2041,NJ
7924,2387.5,NJ
7927,1819.5,NJ
7928,2160,NJ
7930,2962.5,NJ
7931,3547,NJ
7932,2154,NJ
7933,2014,NJ
7934,2655,NJ
7935,3052.5,NJ
7936,2109,NJ
7938,1570,NJ
7940,2073.5,NJ
7945,2774,NJ
7946,2222,NJ
7950,1881,NJ
7960,2093,NJ
7970,2889.5,NJ
7974,1982.5,NJ
7976,3978.5,NJ
7980,1964,NJ
7981,1685,NJ
8001,1769,NJ
8002,1793.5,NJ
8003,2362.5,NJ
8004,1699,NJ
8005,1886,NJ
8006,1763.5,NJ
8007,1437,NJ
8008,1845,NJ
8009,1810,NJ
8010,1589,NJ
8012,1716.5,NJ
8014,1630.5,NJ
8015,1368.5,NJ
8016,1765,NJ
8019,1866,NJ
8020,1948,NJ
8021,1411,NJ
8022,1846,NJ
8023,1077.5,NJ
8026,1726,NJ
8027,1562,NJ
8028,1719,NJ
8029,1434,NJ
8030,1323.5,NJ
8031,1350.5,NJ
8032,1644,NJ
8033,2142,NJ
8034,1906,NJ
8035,1602,NJ
8036,2036,NJ
8037,1701,NJ
8038,1471.5,NJ
8039,2006,NJ
8041,2368,NJ
8043,2438,NJ
8045,1688,NJ
8046,1815.5,NJ
8048,2385.5,NJ
8049,1366,NJ
8050,1705.5,NJ
8051,1563,NJ
8052,1359,NJ
8053,2047.5,NJ
8054,2130.5,NJ
8055,2379,NJ
8056,2803,NJ
8057,2668,NJ
8059,1257,NJ
8060,1668.5,NJ
8061,2159.5,NJ
8062,2676,NJ
8063,1309,NJ
8065,1434.5,NJ
8066,1314,NJ
8067,1722,NJ
8068,1673,NJ
8069,1346.5,NJ
8070,1422,NJ
8071,1505.5,NJ
8072,1542.5,NJ
8073,1927.5,NJ
8074,2016.5,NJ
8075,1653.5,NJ
8077,1936.5,NJ
8078,1373,NJ
8079,1480,NJ
8080,2113.5,NJ
8081,1937.5,NJ
8083,1549,NJ
8084,1568,NJ
8085,2324.5,NJ
8086,1641,NJ
8087,1551,NJ
8088,1814,NJ
8089,1694,NJ
8090,1618.5,NJ
8091,1488,NJ
8092,1850,NJ
8093,1377.5,NJ
8094,1722.5,NJ
8095,1550.5,NJ
8096,1519,NJ
8097,1773,NJ
8098,1933,NJ
8099,1761,NJ
8102,1364,NJ
8103,1475,NJ
8104,1231,NJ
8105,1290,NJ
8106,1442,NJ
8107,1453.5,NJ
8108,1566,NJ
8109,1597.5,NJ
8110,1340,NJ
8201,1660,NJ
8202,2723.5,NJ
8203,1778.5,NJ
8204,1471.5,NJ
8205,1856.5,NJ
8210,1721,NJ
8212,1768,NJ
8215,1529.5,NJ
8218,1395,NJ
8221,1919,NJ
8223,1842,NJ
8224,1900,NJ
8225,1614.5,NJ
8226,1864,NJ
8230,1990,NJ
8232,1225.5,NJ
8234,1980.5,NJ
8241,2076,NJ
8242,1518,NJ
8243,1927,NJ
8244,1381,NJ
8247,2300,NJ
8248,1870,NJ
8251,1029,NJ
8260,1509,NJ
8270,1629,NJ
8302,1458,NJ
8310,1471,NJ
8311,1499,NJ
8312,1514,NJ
8314,1456,NJ
8316,1540,NJ
8317,1631,NJ
8318,1715,NJ
8319,1721,NJ
8320,1248,NJ
8321,1144,NJ
8322,1857,NJ
8323,1683,NJ
8324,1540,NJ
8326,1405,NJ
8327,1464.5,NJ
8328,1425.5,NJ
8329,1829.5,NJ
8330,1744.5,NJ
8332,1399,NJ
8340,1859,NJ
8341,1287.5,NJ
8343,1897.5,NJ
8344,1474,NJ
8345,1234,NJ
8346,1431,NJ
8348,1432,NJ
8349,1320,NJ
8350,1624.5,NJ
8352,1233,NJ
8353,1313,NJ
8360,1440.5,NJ
8361,1797.5,NJ
8362,1819,NJ
8401,1308,NJ
8402,1919,NJ
8403,2522,NJ
8406,1716,NJ
8501,2319,NJ
8502,2899,NJ
8505,1854,NJ
8510,3203,NJ
8511,1927,NJ
8512,2334,NJ
8514,2358.5,NJ
8515,2789,NJ
8518,1528.5,NJ
8520,1911.5,NJ
8525,2055.5,NJ
8527,2075,NJ
8528,1632,NJ
8530,1877.5,NJ
8533,2036,NJ
8534,2350,NJ
8535,3185,NJ
8536,2296,NJ
8540,2449.5,NJ
8542,1712,NJ
8543,1614,NJ
8550,2711,NJ
8551,2712.5,NJ
8553,2253,NJ
8554,1592.5,NJ
8555,1953,NJ
8558,2983,NJ
8559,2219,NJ
8560,2072,NJ
8561,1825,NJ
8562,1880.5,NJ
8609,1443,NJ
8610,1263.5,NJ
8611,1375.5,NJ
8618,1562,NJ
8619,1468.5,NJ
8620,1524.5,NJ
8628,1919.5,NJ
8629,1337.5,NJ
8638,1381,NJ
8648,1965.5,NJ
8690,1637,NJ
8691,2454.5,NJ
8701,1693,NJ
8720,2550,NJ
8721,1705,NJ
8722,1473.5,NJ
8723,1457.5,NJ
8724,1540.5,NJ
8730,2367.5,NJ
8731,1512,NJ
8732,1843,NJ
8733,1212,NJ
8734,1653,NJ
8735,1205,NJ
8736,2086,NJ
8738,2599,NJ
8739,2138.5,NJ
8740,1259.5,NJ
8741,1671,NJ
8742,1630,NJ
8750,2542.5,NJ
8751,1513,NJ
8752,1436,NJ
8753,1652,NJ
8755,1841,NJ
8757,1290.5,NJ
8758,1842.5,NJ
8759,1070,NJ
8801,2113.5,NJ
8802,2371,NJ
8804,2030.5,NJ
8805,1509,NJ
8807,1905,NJ
8809,1748,NJ
8810,1864,NJ
8812,1597,NJ
8816,1870,NJ
8817,1367.5,NJ
8820,1970,NJ
8821,1582,NJ
8822,2083,NJ
8823,1421.5,NJ
8824,1945,NJ
8825,2109,NJ
8826,1830.5,NJ
8827,2214,NJ
8828,1539,NJ
8829,1460.5,NJ
8830,1274.5,NJ
8831,1952,NJ
8832,1169,NJ
8833,2469.5,NJ
8835,1298,NJ
8836,2372,NJ
8837,1399.5,NJ
8840,1606.5,NJ
8846,1384.5,NJ
8848,1852.5,NJ
8850,1590.5,NJ
8852,2009,NJ
8853,2755,NJ
8854,1597,NJ
8857,1712.5,NJ
8858,3201,NJ
8859,1470,NJ
8861,1375,NJ
8863,1333,NJ
8865,1427,NJ
8867,3053,NJ
8869,1510,NJ
8872,1499,NJ
8873,1690.5,NJ
8875,1695,NJ
8876,1664,NJ
8879,1462.5,NJ
8880,1327,NJ
8882,1470.5,NJ
8884,1485,NJ
8886,2141,NJ
8887,1122,NJ
8889,2168,NJ
8901,1321,NJ
8902,1760.5,NJ
8904,1583,NJ
10001,5100.5,NY
10003,4365,NY
10011,4178.5,NY
10013,4900,NY
10014,4128.5,NY
10016,4454,NY
10021,4450,NY
10022,4774.5,NY
10023,5500,NY
10024,5250,NY
10025,3400,NY
10027,4253,NY
10028,3450,NY
10030,3920,NY
10031,3651.5,NY
10032,1985,NY
10035,3730,NY
10055,3745.5,NY
10065,4757,NY
10075,5798.5,NY
10128,3517,NY
10301,1650.5,NY
10302,1354.5,NY
10303,1289,NY
10304,1550.5,NY
10305,1422,NY
10306,1471,NY
10307,1823.5,NY
10308,1489,NY
10309,1754,NY
10310,1455,NY
10312,1603.5,NY
10314,1528,NY
10452,1444.5,NY
10453,1998,NY
10454,2189.5,NY
10455,1152,NY
10456,1515,NY
10457,1530,NY
10458,1792.5,NY
10459,1507.5,NY
10460,1659,NY
10461,1563,NY
10462,1579.5,NY
10463,2107,NY
10464,1338,NY
10465,1585,NY
10466,1465.5,NY
10467,1568.5,NY
10468,1529,NY
10469,1629,NY
10470,1738,NY
10471,2324,NY
10472,1522.5,NY
10473,1577,NY
10475,1803,NY
10501,2501,NY
10502,2043.5,NY
10504,3418,NY
10505,3034.5,NY
10506,3198,NY
10507,2220.5,NY
10509,2004.5,NY
10510,2707,NY
10511,1580,NY
10512,1727,NY
10514,3114.5,NY
10516,1849,NY
10517,1960.5,NY
10518,3397.5,NY
10520,2082.5,NY
10522,2007,NY
10523,1664,NY
10524,1960,NY
10526,2594,NY
10527,2677,NY
10528,3279,NY
10530,1925.5,NY
10532,1742,NY
10533,2699.5,NY
10535,1660,NY
10536,2657.5,NY
10537,1182,NY
10538,2511,NY
10540,1664,NY
10541,2026.5,NY
10543,2212,NY
10546,2560,NY
10547,1700,NY
10548,1631.5,NY
10549,2486.5,NY
10550,1743,NY
10552,2200,NY
10553,1976,NY
10560,2363,NY
10562,1875.5,NY
10566,1672,NY
10567,1938.5,NY
10570,2386,NY
10573,1995,NY
10576,3231.5,NY
10577,4607,NY
10578,2005,NY
10579,1919,NY
10580,3276,NY
10583,2902,NY
10587,1500,NY
10588,1711,NY
10589,2582,NY
10590,2484,NY
10591,2065,NY
10594,1939,NY
10595,1894.5,NY
10596,1471.5,NY
10597,3503.5,NY
10598,1935,NY
10601,2000,NY
10603,1695,NY
10604,2344,NY
10605,2275.5,NY
10606,1965.5,NY
10607,1880.5,NY
10701,1739,NY
10703,1560,NY
10704,1546.5,NY
10705,1961.5,NY
10706,1877,NY
10707,1972,NY
10708,2667.5,NY
10709,1976,NY
10710,1735.5,NY
10801,1986,NY
10803,2515,NY
10804,2446.5,NY
10805,2024,NY
10901,2209,NY
10913,2116,NY
10914,2659,NY
10916,2208,NY
10917,2264,NY
10918,2274,NY
10919,2007,NY
10920,1885,NY
10921,1909,NY
10922,1676,NY
10923,1767,NY
10924,2212,NY
10925,1280,NY
10926,1957,NY
10927,1540,NY
10928,1513,NY
10930,2045,NY
10931,1638.5,NY
10933,2033.5,NY
10940,1678,NY
10941,1929,NY
10949,1750,NY
10950,1923,NY
10952,2284,NY
10954,1991,NY
10956,2299.5,NY
10958,2016,NY
10960,1957,NY
10962,1979,NY
10963,1785,NY
10964,2168,NY
10965,1747.5,NY
10968,2044.5,NY
10969,1985,NY
10970,2552,NY
10973,2112,NY
10974,1685,NY
10975,1272,NY
10976,1951,NY
10977,2007,NY
10980,2028,NY
10982,2216,NY
10983,1848.5,NY
10984,2055,NY
10985,2322,NY
10986,2451,NY
10987,2600.5,NY
10988,1928,NY
10989,1989.5,NY
10990,2187,NY
10992,2051.5,NY
10993,1337.5,NY
10994,2147,NY
10998,2272,NY
11001,1580,NY
11003,1355,NY
11004,1409,NY
11010,1448.5,NY
11020,2363,NY
11021,2622,NY
11023,2371.5,NY
11024,3334,NY
11030,2674.5,NY
11040,1551.5,NY
11042,2915,NY
11050,1993,NY
11096,1416.5,NY
11101,1160.5,NY
11102,1338.5,NY
11103,1430,NY
11104,1170,NY
11105,1351,NY
11106,1339,NY
11109,917.5,NY
11201,3382.5,NY
11203,1473.5,NY
11204,1456.5,NY
11205,3061,NY
11207,1343.5,NY
11208,1474.5,NY
11209,1654,NY
11210,1568.5,NY
11211,1890,NY
11212,1232,NY
11213,2209.5,NY
11214,1416,NY
11215,2505,NY
11216,2644,NY
11217,3046,NY
11218,1961,NY
11219,1597,NY
11220,1456,NY
11221,2563,NY
11222,1854,NY
11223,1325.5,NY
11224,1470,NY
11225,2650,NY
11226,2613,NY
11228,1436,NY
11229,1472,NY
11230,2067,NY
11231,2611,NY
11232,1423,NY
11233,2182.5,NY
11234,1373.5,NY
11235,1524,NY
11236,1344.5,NY
11237,1691,NY
11238,3117,NY
11249,3214,NY
11354,1712.5,NY
11355,1553,NY
11356,1507,NY
11357,1663,NY
11358,1647.5,NY
11360,1776,NY
11361,1557,NY
11362,1899.5,NY
11363,1998,NY
11364,1507.5,NY
11365,1446,NY
11366,1612.5,NY
11367,1598,NY
11368,1447,NY
11369,1519.5,NY
11370,1452,NY
11372,1584,NY
11373,1564,NY
11374,1525,NY
11375,1750,NY
11377,1520,NY
11378,1411,NY
11379,1501,NY
11385,1394.5,NY
11411,1400.5,NY
11412,1573.5,NY
11413,1527,NY
11414,2069,NY
11415,1949,NY
11416,1399,NY
11417,1309.5,NY
11418,1537,NY
11419,1415,NY
11420,1319,NY
11421,1428,NY
11422,1482,NY
11423,1678,NY
11426,1459,NY
11427,1545.5,NY
11428,1466.5,NY
11429,1491,NY
11430,1304,NY
11432,1854.5,NY
11433,1409.5,NY
11434,1378,NY
11435,1427,NY
11436,1270,NY
11501,1493,NY
11507,1826,NY
11509,2292.5,NY
11510,1616,NY
11514,1536,NY
11516,2145,NY
11518,1634,NY
11520,1604,NY
11530,2041.5,NY
11536,2969.5,0
11542,1790.5,NY
11545,3050.5,NY
11547,1605.5,NY
11548,2202,NY
11550,1498,NY
11552,1552.5,NY
11553,1359,NY
11554,1557,NY
11557,2299,NY
11558,1730.5,NY
11559,3073,NY
11560,2459,NY
11561,1589,NY
11563,1591,NY
11565,1615.5,NY
11566,1778.5,NY
11568,4737.5,NY
11569,1645,NY
11570,2043,NY
11572,1697,NY
11575,1449,NY
11576,2863,NY
11577,2253.5,NY
11579,1736,NY
11580,1413,NY
11581,1635.5,NY
11590,1631,NY
11596,1650,NY
11598,2446.5,NY
11691,1535,NY
11692,1587,NY
11693,1268,NY
11694,1839.5,NY
11701,1704.5,NY
11702,1770,NY
11703,1686,NY
11704,1695.5,NY
11705,1912,NY
11706,1561,NY
11709,1724.5,NY
11710,1679.5,NY
11713,1533,NY
11714,1504,NY
11715,1719,NY
11716,1784,NY
11717,1692.5,NY
11718,2114,NY
11719,2039,NY
11720,1795,NY
11721,2163.5,NY
11722,1539.5,NY
11724,3407,NY
11725,1751.5,NY
11726,1608,NY
11727,1895,NY
11729,1715.5,NY
11730,1685,NY
11731,2059,NY
11732,1956.5,NY
11733,2281,NY
11735,1459.5,NY
11738,1816.5,NY
11739,2449,NY
11740,1886.5,NY
11741,1770,NY
11742,1815,NY
11743,2277.5,NY
11746,2038,NY
11747,2449,NY
11749,1971,NY
11751,1630.5,NY
11752,1622.5,NY
11753,2144,NY
11754,1710,NY
11755,1942,NY
11756,1496,NY
11757,1641,NY
11758,1673,NY
11762,1572,NY
11763,1796.5,NY
11764,2160,NY
11765,4180,NY
11766,2388,NY
11767,1892,NY
11768,2334.5,NY
11769,1867.5,NY
11770,1355,NY
11771,2776,NY
11772,1568,NY
11776,1893,NY
11777,2254.5,NY
11778,1498,NY
11779,1606,NY
11780,2166,NY
11782,1726.5,NY
11783,1632,NY
11784,1788.5,NY
11786,2184.5,NY
11787,1885.5,NY
11788,2009,NY
11789,1460,NY
11790,2213,NY
11791,2082,NY
11792,1973,NY
11793,1630,NY
11795,1758,NY
11796,1580,NY
11797,3072,NY
11798,1677,NY
11801,1449,NY
11803,1735,NY
11804,1786.5,NY
11901,1580,NY
11930,2481,NY
11932,3234,NY
11933,1626.5,NY
11934,1697,NY
11935,1960.5,NY
11937,1909,NY
11939,1740.5,NY
11940,2072,NY
11941,1922.5,NY
11942,1749,NY
11944,1623.5,NY
11946,1446.5,NY
11947,1644,NY
11948,1854.5,NY
11949,2275.5,NY
11950,1444.5,NY
11951,1333.5,NY
11952,1806.5,NY
11953,1725,NY
11954,1946,NY
11955,1996,NY
11956,1560,NY
11957,1959.5,NY
11958,2228,NY
11959,2993.5,NY
11960,2489.5,NY
11961,1613,NY
11962,4548,NY
11963,1870.5,NY
11964,2238,NY
11965,2284.5,NY
11967,1597,NY
11968,2016.5,NY
11969,3028,NY
11971,1806,NY
11972,1668,NY
11975,2517,NY
11976,3100,NY
11977,2269,NY
11978,2448,NY
11980,1951,NY
12007,1064,NY
12008,1700,NY
12009,1998,NY
12010,1582,NY
12017,2016.5,NY
12018,1791,NY
12019,2088,NY
12020,1661,NY
12022,1560,NY
12023,1744.5,NY
12024,2225,NY
12025,1522,NY
12027,1886,NY
12028,1728,NY
12029,2173.5,NY
12031,1756,NY
12033,1679.5,NY
12035,1526,NY
12036,1739,NY
12037,1818,NY
12041,1761.5,NY
12043,1646,NY
12045,1969.5,NY
12046,1799.5,NY
12047,1500,NY
12052,1535,NY
12053,1911,NY
12054,1774,NY
12055,1504.5,NY
12056,1992,NY
12057,1653,NY
12059,1758,NY
12060,2099,NY
12061,1858,NY
12062,1682.5,NY
12063,2205,NY
12064,1368,NY
12065,2050,NY
12066,1779,NY
12067,1781,NY
12068,1691,NY
12069,1595.5,NY
12070,1609.5,NY
12071,1528,NY
12072,1709,NY
12074,1588.5,NY
12075,1961.5,NY
12076,1298,NY
12077,1999.5,NY
12078,1518.5,NY
12084,2097,NY
12085,2010,NY
12086,1563,NY
12090,1523,NY
12092,1761.5,NY
12093,1549.5,NY
12094,1716,NY
12095,1659.5,NY
12106,1861,NY
12110,1645,NY
12116,1398,NY
12117,1484,NY
12118,2001,NY
12120,1470,NY
12121,1896.5,NY
12122,1500,NY
12123,1512.5,NY
12125,2107,NY
12130,1407,NY
12131,1669,NY
12136,2190.5,NY
12137,1734,NY
12138,1537.5,NY
12140,1711.5,NY
12143,1555.5,NY
12144,1381,NY
12147,1664,NY
12148,2321.5,NY
12149,1441.5,NY
12150,1612.5,NY
12151,1702.5,NY
12153,1804.5,NY
12154,1810,NY
12155,1594,NY
12156,1761.5,NY
12157,1790,NY
12158,1713,NY
12159,2384.5,NY
12160,1860.5,NY
12161,1871,NY
12165,1529,NY
12166,1618,NY
12167,1488.5,NY
12168,1678.5,NY
12169,1658,NY
12170,1650.5,NY
12172,1735,NY
12173,1480,NY
12175,1256.5,NY
12177,1440,NY
12180,1568,NY
12182,1447,NY
12183,1567,NY
12184,1960,NY
12185,1694,NY
12186,1853.5,NY
12187,1756.5,NY
12188,1594,NY
12189,1531,NY
12193,1880,NY
12194,1490,NY
12196,1926.5,NY
12197,1579.5,NY
12198,1530,NY
12202,1267.5,NY
12203,1473,NY
12204,1980,NY
12205,1404,NY
12206,1420,NY
12207,920,NY
12208,1570,NY
12209,1377.5,NY
12210,1601,NY
12211,1918,NY
12223,1625,NY
12247,1926.5,NY
12260,1522,NY
12302,1559,NY
12303,1495.5,NY
12304,1314,NY
12305,1979,NY
12306,1449.5,NY
12307,1400.5,NY
12308,1745.5,NY
12309,1888,NY
12401,1609,NY
12404,1707,NY
12406,1466,NY
12409,1550,NY
12410,1245.5,NY
12411,1479,NY
12412,1928.5,NY
12416,1834.5,NY
12419,2373,NY
12428,1486,NY
12429,1958,NY
12432,1798,NY
12433,1924,NY
12435,1384.5,NY
12440,1664,NY
12443,1697,NY
12446,1490,NY
12448,2118,NY
12449,1600.5,NY
12453,1536,NY
12456,1132,NY
12457,1696,NY
12458,1494,NY
12460,1738.5,NY
12461,1907,NY
12464,1331,NY
12465,1434.5,NY
12466,1587,NY
12469,1402,NY
12472,1458,NY
12477,1603.5,NY
12480,1601,NY
12481,1387,NY
12483,1768,NY
12484,1985,NY
12486,1671.5,NY
12487,1870,NY
12491,1804.5,NY
12494,1428,NY
12495,1913.5,NY
12498,1718.5,NY
12501,2037,NY
12502,2032,NY
12503,2099.5,NY
12507,3057.5,NY
12508,1861.5,NY
12512,1769,NY
12513,1708,NY
12514,2378,NY
12515,2301,NY
12516,1312,NY
12517,1722.5,NY
12518,1902.5,NY
12520,1853.5,NY
12521,1599,NY
12522,1910,NY
12523,1821,NY
12524,2164,NY
12525,2099.5,NY
12526,1894.5,NY
12527,1901,NY
12528,1884.5,NY
12529,2116,NY
12531,1978,NY
12533,2848,NY
12534,1634.5,NY
12538,2175.5,NY
12540,2740.5,NY
12542,2034,NY
12543,1710.5,NY
12545,2430,NY
12546,1694,NY
12547,2150,NY
12548,1946,NY
12549,2009,NY
12550,1692,NY
12551,2608,NY
12553,1811.5,NY
12561,2170,NY
12563,1761.5,NY
12564,2226.5,NY
12566,1888,NY
12567,2004,NY
12569,2412,NY
12570,2675.5,NY
12571,2252.5,NY
12572,2339,NY
12575,2385,NY
12577,2358.5,NY
12578,2533,NY
12580,2133,NY
12581,2202,NY
12582,2432,NY
12583,1882,NY
12585,2453.5,NY
12586,1670.5,NY
12589,2023.5,NY
12590,2175,NY
12592,1970,NY
12594,1846,NY
12601,2094,NY
12603,2287,NY
12725,1547,NY
12729,1386,NY
12740,1626,NY
12746,1530,NY
12771,1505,NY
12780,1619.5,NY
12801,1433,NY
12803,1390,NY
12804,1749,NY
12808,1602.5,NY
12809,1451,NY
12810,1470,NY
12814,1734,NY
12815,1395,NY
12816,1663,NY
12817,1508.5,NY
12819,1485,NY
12821,1310,NY
12822,1417.5,NY
12823,1727.5,NY
12824,1924.5,NY
12827,1491.5,NY
12828,1499,NY
12831,1887.5,NY
12832,1590,NY
12833,1829.5,NY
12834,1674,NY
12835,1311,NY
12836,1601,NY
12837,1561.5,NY
12838,1633,NY
12839,1386.5,NY
12841,1562,NY
12843,1452,NY
12844,2137,NY
12845,1730.5,NY
12846,1420.5,NY
12849,1965,NY
12850,1621,NY
12853,1513,NY
12859,1755,NY
12860,1507,NY
12861,1458,NY
12863,1914,NY
12865,1567,NY
12866,1887.5,NY
12871,1525,NY
12873,1819,NY
12874,2163,NY
12878,1469,NY
12879,1367,NY
12884,1444.5,NY
12885,1422,NY
12887,1433,NY
12901,1610,NY
12903,1618,NY
12910,1521,NY
12912,1716.5,NY
12913,1581.5,NY
12914,1234.5,NY
12916,1393,NY
12917,1752.5,NY
12918,1396,NY
12919,1615,NY
12920,1417,NY
12921,1686,NY
12923,1848,NY
12924,1326,NY
12926,1664.5,NY
12927,1218,NY
12929,1524,NY
12930,1445,NY
12934,1627,NY
12935,1386,NY
12937,1919,NY
12939,1665,NY
12945,1434,NY
12949,1392,NY
12952,1278,NY
12953,1575,NY
12955,1226,NY
12957,1534.5,NY
12958,1499,NY
12959,1568,NY
12962,1793,NY
12966,1691.5,NY
12967,1438,NY
12969,1405,NY
12970,1597.5,NY
12972,1992,NY
12976,1443,NY
12978,1416.5,NY
12979,1447,NY
12980,1484,NY
12981,1528,NY
12983,1642.5,NY
12985,1573.5,NY
12986,1512,NY
12989,1490.5,NY
12992,1642,NY
13020,1501.5,NY
13021,1500,NY
13026,1604,NY
13027,1840,NY
13028,1536,NY
13029,1686,NY
13030,1386,NY
13031,1532,NY
13032,1454.5,NY
13033,1683,NY
13034,1785,NY
13035,2141,NY
13036,1635,NY
13037,1499,NY
13039,1741,NY
13040,1518,NY
13041,1617,NY
13042,1530.5,NY
13044,1667,NY
13045,1494.5,NY
13051,1754,NY
13052,1311,NY
13053,1655.5,NY
13054,1562,NY
13057,1375,NY
13060,1516,NY
13061,1591,NY
13063,2041,NY
13066,2035,NY
13068,1624,NY
13069,1448,NY
13071,1728,NY
13072,1548,NY
13073,1548,NY
13074,1566,NY
13076,1562,NY
13077,1619,NY
13078,2387,NY
13080,1572,NY
13081,1510.5,NY
13082,1602,NY
13083,1561,NY
13084,1894,NY
13087,1459,NY
13088,1426,NY
13089,1645,NY
13090,1625,NY
13092,1648.5,NY
13101,1545,NY
13103,1674,NY
13104,2450,NY
13108,1788,NY
13110,1530,NY
13111,1623,NY
13112,1641,NY
13114,1611.5,NY
13115,1758.5,NY
13116,1484.5,NY
13117,1296.5,NY
13118,1639.5,NY
13120,1338.5,NY
